Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
154, ,0.01,4.397603609302722e-07,3.92392483769e+20,5.24345943144e-48,1.96196241884e+20,158681629701.0, , , , 
155, ,0.01,4.7137531341167185e-07,4.50839736692e+20,5.24345943144e-48,2.25419868346e+20,22686867772.0, , , , 
156, ,0.01,5.052631065335679e-07,5.17992766397e+20,5.24345943144e-48,2.58996383198e+20,2329334293.39, , , , 
157, ,0.01,5.415871378079465e-07,5.95148307041e+20,5.24345943144e-48,2.97574153521e+20,163486065.198, , , , 
158, ,0.01,5.805225516094896e-07,6.83796242635e+20,5.24345943144e-48,3.41898121317e+20,7411623.56624, , , , 
159, ,0.01,6.222570836730232e-07,7.856483769e+20,5.24345943144e-48,3.9282418845e+20,203355.691085, , , , 
160, ,0.01,6.669919663030115e-07,9.02671488434e+20,5.24345943144e-48,4.51335744217e+20,3133.46615424, , , , 
161, ,0.01,7.149428986597576e-07,1.03712530948e+21,5.24345943144e-48,5.18562654739e+20,24.8826194039, , , , 
162, ,0.01,7.663410868007445e-07,1.19160616164e+21,5.24345943144e-48,5.95803080822e+20,0.0922543747201, , , , 
163, ,0.01,8.214343584919422e-07,1.36909709125e+21,5.24345943144e-48,6.84548545625e+20,0.000142569816587, , , , 
164, ,0.01,8.804883581643463e-07,1.57302547234e+21,5.24345943144e-48,7.86512736172e+20,8.06137466799e-08, , , , 
165, ,0.01,9.437878277775371e-07,1.80732918977e+21,5.24345943144e-48,9.03664594885e+20,1.43578932369e-11, , , , 
166, ,0.01,1.0116379797662072e-06,2.07653268025e+21,5.24345943144e-48,1.03826634013e+21,6.78178078863e-16, , , , 
167, ,0.01,1.0843659686896086e-06,2.3858342999e+21,5.24345943144e-48,1.19291714995e+21,6.97121699205e-21, , , , 
168, ,0.01,1.162322468679852e-06,2.74120670515e+21,5.24345943144e-48,1.37060335258e+21,1.2426156729e-26, , , , 
169, ,0.01,1.245883364295008e-06,3.1495121856e+21,5.24345943144e-48,1.5747560928e+21,2.95859961917e-33, , , , 
170, ,0.01,1.3354515629298971e-06,3.61863517575e+21,5.24345943144e-48,1.80931758788e+21,6.97159353894e-41, , , , 
171, ,0.01,1.4314589375234786e-06,4.15763450449e+21,5.24345943144e-48,2.07881725225e+21,1.15200054849e-49, , , , 
172, ,0.01,1.53436840893001e-06,4.77691832235e+21,5.24345943144e-48,2.38845916118e+21,8.98545493902e-60, , , , 
173, ,0.01,1.644676177994663e-06,5.48844508428e+21,5.24345943144e-48,2.74422254214e+21,2.09932833485e-71, , , , 
174, ,0.01,1.762914118095948e-06,6.30595446905e+21,5.24345943144e-48,3.15297723453e+21,8.71244177632e-85, , , , 
175, ,0.01,1.8896523396912082e-06,7.24523269436e+21,5.24345943144e-48,3.62261634718e+21,3.52357080289e-100, , , , 
176, ,0.01,2.0255019392306664e-06,8.32441735077e+21,5.24345943144e-48,4.16220867538e+21,6.96686376377e-118, , , , 
177, ,0.01,2.171117945694501e-06,9.56434764114e+21,5.24345943144e-48,4.78217382057e+21,3.04865958827e-138, , , , 
178, ,0.01,2.3272024789604077e-06,1.09889667884e+22,5.24345943144e-48,5.49448339422e+21,1.18778012042e-161, , , , 
179, ,0.01,2.494508135230317e-06,1.26257843826e+22,5.24345943144e-48,6.3128921913e+21,1.44728017871e-188, , , , 
180, ,0.01,2.673841615839944e-06,1.45064075945e+22,5.24345943144e-48,7.25320379726e+21,1.65773270643e-219, , , , 
181, ,0.01,2.8660676169482507e-06,1.66671515149e+22,5.24345943144e-48,8.33357575743e+21,4.48558320124e-255, , , , 
182, ,0.01,3.0721129988617532e-06,1.91497404033e+22,5.24345943144e-48,9.57487020164e+21,5.86573196736e-296, , , , 
183, ,0.01,3.292971255097148e-06,2.20021133897e+22,5.24345943144e-48,1.10010566948e+22,0.0, , , , 
184, ,0.01,3.5297073027306505e-06,2.52793501853e+22,5.24345943144e-48,1.26396750926e+22,0.0, , , , 
185, ,0.01,3.783462617131925e-06,2.90447346795e+22,5.24345943144e-48,1.45223673397e+22,0.0, , , , 
186, ,0.01,4.0554607358408275e-06,3.33709769602e+22,5.24345943144e-48,1.66854884801e+22,0.0, , , , 
187, ,0.01,4.3470131581250175e-06,3.83416173556e+22,5.24345943144e-48,1.91708086778e+22,0.0, , , , 
188, ,0.01,4.6595256686646765e-06,4.40526396095e+22,5.24345943144e-48,2.20263198048e+22,0.0, , , , 
189, ,0.01,4.99450511585514e-06,5.06143243402e+22,5.24345943144e-48,2.53071621701e+22,0.0, , , , 
190, ,0.01,5.353566677410719e-06,5.81533785745e+22,5.24345943144e-48,2.90766892873e+22,0.0, , , , 
191, ,0.01,5.738441648302393e-06,6.68153824775e+22,5.24345943144e-48,3.34076912387e+22,0.0, , , , 
192, ,0.01,6.150985788580505e-06,7.67676005254e+22,5.24345943144e-48,3.83838002627e+22,0.0, , , , 
193, ,0.01,6.593188271333541e-06,8.82022114056e+22,5.24345943144e-48,4.41011057028e+22,0.0, , , , 
194, ,0.01,7.067181273927492e-06,1.01340019013e+23,5.24345943144e-48,5.06700095066e+22,0.0, , , , 
195, ,0.01,7.575250258771904e-06,1.16434716204e+23,5.24345943144e-48,5.82173581021e+22,0.0, , , , 
