Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,BranchingRatioFile,Resolution,Kappa0
4759, ,3.5814101001254555,1.9828839491270715e-08,3493676.91302,5.31143539058e-47,6.52806615245,0.0, , , 
4760, ,3.5814101001254555,2.3166736812810894e-08,4768896.25982,5.31143539058e-47,12.1633841215,0.0, , , 
4761, ,3.5814101001254555,2.706652070033241e-08,6509580.62326,5.31143539058e-47,22.6633524729,0.0, , , 
4762, ,3.5814101001254555,3.162277660168379e-08,8885628.36809,5.31143539058e-47,42.2273363617,0.0, , , 
4763, ,3.5814101001254555,3.6946012051993016e-08,12128952.0885,5.31143539058e-47,78.6797467643,0.0, , , 
4764, ,3.5814101001254555,4.316533692595901e-08,16556114.286,5.31143539058e-47,146.599285161,0.0, , , 
4765, ,3.5814101001254555,5.043159487171358e-08,22599225.2465,5.31143539058e-47,273.149400299,0.0, , , 
4766, ,3.5814101001254555,5.892102187612295e-08,30848118.8834,5.31143539058e-47,508.941618946,0.0, , , 
4767, ,3.5814101001254555,6.88395206964551e-08,42107923.0931,5.31143539058e-47,948.275980394,0.0, , , 
4768, ,3.5814101001254555,8.042765483057629e-08,57477643.7395,5.31143539058e-47,1766.8523582,0.0, , , 
4769, ,3.5814101001254555,9.396648314954711e-08,78457432.4062,5.31143539058e-47,3292.03188943,0.0, , , 
4770, ,3.5814101001254555,1.0978437670592484e-07,107095007.716,5.31143539058e-47,6133.7410189,0.0, , , 
4771, ,3.5814101001254555,1.2826498305280627e-07,146185521.575,5.31143539058e-47,11428.3517709,0.0, , , 
4772, ,3.5814101001254555,1.4985653124037573e-07,199544378.153,5.31143539058e-47,21293.0241235,0.0, , , 
4773, ,3.5814101001254555,1.7508270317357268e-07,272379633.932,5.31143539058e-47,39672.0882956,0.0, , , 
4774, ,3.5814101001254555,2.045553350050195e-07,371800326.661,5.31143539058e-47,73913.6325111,0.0, , , 
4775, ,3.5814101001254555,2.3898925662310533e-07,507510348.368,5.31143539058e-47,137705.978727,0.0, , , 
4776, ,3.5814101001254555,2.792196291524867e-07,692755587.425,5.31143539058e-47,256546.2749,0.0, , , 
4777, ,3.5814101001254555,3.262222009711673e-07,945616784.864,5.31143539058e-47,477922.749541,0.0, , , 
4778, ,3.5814101001254555,3.8113697353402724e-07,1290774293.34,5.31143539058e-47,890268.768047,0.0, , , 
4779, ,3.5814101001254555,4.4529585099426604e-07,1761916986.9,5.31143539058e-47,1658233.1989,0.0, , , 
4780, ,3.5814101001254555,5.202549442372686e-07,2405030441.6,5.31143539058e-47,3088281.71313,0.0, , , 
4781, ,3.5814101001254555,6.078323128297237e-07,3282885327.77,5.31143539058e-47,5750633.53544,0.0, , , 
4782, ,3.5814101001254555,7.101520602780344e-07,4481164100.4,5.31143539058e-47,10705712.398,0.0, , , 
4783, ,3.5814101001254555,8.296958520834915e-07,6116823979.46,5.31143539058e-47,19924187.1736,0.0, , , 
4784, ,3.5814101001254555,9.693631061142522e-07,8349512483.23,5.31143539058e-47,37064820.8129,0.0, , , 
4785, ,3.5814101001254555,1.1325413151528126e-06,11397149720.5,5.31143539058e-47,68911697.6029,0.0, , , 
4786, ,3.5814101001254555,1.323188207223646e-06,15557198340.8,5.31143539058e-47,128021661.926,0.0, , , 
4787, ,3.5814101001254555,1.5459277364194788e-06,21235697183.2,5.31143539058e-47,237580672.687,0.0, , , 
4788, ,3.5814101001254555,1.8061622323899017e-06,28986892432.5,5.31143539058e-47,440261362.242,0.0, , , 
4789, ,3.5814101001254555,2.110203428568597e-06,39567334457.9,5.31143539058e-47,814252820.707,0.0, , , 
4790, ,3.5814101001254555,2.4654255471007907e-06,54009720419.2,5.31143539058e-47,1501962204.01,0.0, , , 
4791, ,3.5814101001254555,2.8804441533962983e-06,73723690001.6,5.31143539058e-47,2760660368.26,0.0, , , 
4792, ,3.5814101001254555,3.365325118250557e-06,100633412380.0,5.31143539058e-47,5050078247.24,0.0, , , 
4793, ,3.5814101001254555,3.93182875570577e-06,137365393497.0,5.31143539058e-47,9179805045.41,0.0, , , 
4794, ,3.5814101001254555,4.593695057977397e-06,187504834473.0,5.31143539058e-47,16548088630.8,0.0, , , 
4795, ,3.5814101001254555,5.366976945540477e-06,255945562821.0,5.31143539058e-47,29508873987.3,0.0, , , 
4796, ,3.5814101001254555,6.270429615030992e-06,349367691302.0,5.31143539058e-47,51895651480.7,0.0, , , 
4797, ,3.5814101001254555,7.3259654282152296e-06,476889625982.0,5.31143539058e-47,89693248923.9,0.0, , , 
4798, ,3.5814101001254555,8.55918537491462e-06,650958062326.0,5.31143539058e-47,151769929658.0,0.0, , , 
4799, ,3.5814101001254555,1e-05,888562836809.0,5.31143539058e-47,250480782347.0,0.0, , , 
4800, ,3.9318287557057694,1e-10,61.1683113727,2.60960844443e-47,9.83188018936e-10,1.03885168252e-14, , , 
4801, ,3.9318287557057694,1.168335485443295e-10,83.4952225369,2.60960844443e-47,1.8319214502e-09,2.57644056094e-14, , , 
4802, ,3.9318287557057694,1.3650078065460138e-10,113.971630572,2.60960844443e-47,3.4133208858e-09,6.33131543432e-14, , , 
4803, ,3.9318287557057694,1.5947870582948242e-10,155.572165456,2.60960844443e-47,6.35985755182e-09,1.53644716615e-13, , , 
4804, ,3.9318287557057694,1.86324631193156e-10,212.357220328,2.60960844443e-47,1.18499811276e-08,3.66523496818e-13, , , 
4805, ,3.9318287557057694,2.176896784350988e-10,289.869263525,2.60960844443e-47,2.20794336319e-08,8.54143914925e-13, , , 
4806, ,3.9318287557057694,2.543345761304649e-10,395.673807589,2.60960844443e-47,4.11394232826e-08,1.92796293648e-12, , , 
4807, ,3.9318287557057694,2.9714811046840127e-10,540.097836205,2.60960844443e-47,7.66528787024e-08,4.16624799104e-12, , , 
4808, ,3.9318287557057694,3.4716868189265595e-10,737.237762718,2.60960844443e-47,1.42823193531e-07,8.48328344247e-12, , , 
4809, ,3.9318287557057694,4.056094904897649e-10,1006.33530139,2.60960844443e-47,2.6611478858e-07,1.59267805327e-11, , , 
4810, ,3.9318287557057694,4.738879609717651e-10,1373.6555424,2.60960844443e-47,4.95837398309e-07,2.67651004615e-11, , , 
4811, ,3.9318287557057694,5.536601209276803e-10,1875.05053888,2.60960844443e-47,9.23867203555e-07,3.86652928953e-11, , , 
4812, ,3.9318287557057694,6.468607661546321e-10,2559.45862324,2.60960844443e-47,1.72139215933e-06,4.54368772989e-11, , , 
4813, ,3.9318287557057694,7.557503872394938e-10,3493.68100126,2.60960844443e-47,3.2073775912e-06,4.0281151422e-11, , , 
4814, ,3.9318287557057694,8.829699955494082e-10,4768.9018403,2.60960844443e-47,5.97613446511e-06,2.43067459772e-11, , , 
4815, ,3.9318287557057694,1.0316051783820818e-09,6509.58824066,2.60960844443e-47,1.11350104949e-05,8.67565006086e-12, , , 
4816, ,3.9318287557057694,1.2052609368708416e-09,8885.6387659,2.60960844443e-47,2.07472672207e-05,1.51212451219e-12, , , 
4817, ,3.9318287557057694,1.4081491217648349e-09,12128.9662816,2.60960844443e-47,3.86572690877e-05,9.90741253705e-14, , , 
4818, ,3.9318287557057694,1.6451905877536607e-09,16556.1336597,2.60960844443e-47,7.20280139453e-05,1.70735414437e-15, , , 
4819, ,3.9318287557057694,1.9221345439899134e-09,22599.2516917,2.60960844443e-47,0.000134205931055,4.75302101081e-18, , , 
4820, ,3.9318287557057694,2.2456979955397722e-09,30848.1549813,2.60960844443e-47,0.000250058705355,1.09879244031e-21, , , 
4821, ,3.9318287557057694,2.623728657777993e-09,42107.972367,2.60960844443e-47,0.000465920958682,8.50545290266e-27, , , 
4822, ,3.9318287557057694,3.065395295056524e-09,57477.7109988,2.60960844443e-47,0.00086812550324,6.38070614733e-34, , , 
4823, ,3.9318287557057694,3.581410100125456e-09,78457.5242158,2.60960844443e-47,0.00161753163032,8.53977046959e-44, , , 
4824, ,3.9318287557057694,4.184288507901576e-09,107095.133037,2.60960844443e-47,0.00301385981438,2.023820206e-57, , , 
4825, ,3.9318287557057694,4.8886527451139865e-09,146185.692638,2.60960844443e-47,0.00561556310691,3.62736607771e-76, , , 
4826, ,3.9318287557057694,5.711586478126423e-09,199544.611657,2.60960844443e-47,0.0104631770528,6.64337805667e-102, , , 
4827, ,3.9318287557057694,6.6730491605731925e-09,272379.952666,2.60960844443e-47,0.0194954755571,3.49088281186e-137, , , 
4828, ,3.9318287557057694,7.79636013040522e-09,371800.761735,2.60960844443e-47,0.0363248716659,1.73076501863e-185, , , 
4829, ,3.9318287557057694,9.108764197647733e-09,507510.942248,2.60960844443e-47,0.0676821799446,1.42557291022e-251, , , 
4830, ,3.9318287557057694,1.0642092440647247e-08,692756.398077,2.60960844443e-47,0.12610856398,0.0, , , 
4831, ,3.9318287557057694,1.2433534237775991e-08,945617.891409,2.60960844443e-47,0.234971295922,0.0, , , 
4832, ,3.9318287557057694,1.4526539259467813e-08,1290775.80378,2.60960844443e-47,0.437809347592,0.0, , , 
4833, ,3.9318287557057694,1.697187129752137e-08,1761919.04866,2.60960844443e-47,0.815746517573,0.0, , , 
4834, ,3.9318287557057694,1.9828839491270715e-08,2405033.25593,2.60960844443e-47,1.51993634786,0.0, , , 
4835, ,3.9318287557057694,2.3166736812810894e-08,3282889.16935,2.60960844443e-47,2.83201492347,0.0, , , 
4836, ,3.9318287557057694,2.706652070033241e-08,4481169.34418,2.60960844443e-47,5.27673914612,0.0, , , 
4837, ,3.9318287557057694,3.162277660168379e-08,6116831.13727,2.60960844443e-47,9.8318591186,0.0, , , 
4838, ,3.9318287557057694,3.6946012051993016e-08,8349522.25369,2.60960844443e-47,18.3191609118,0.0, , , 
4839, ,3.9318287557057694,4.316533692595901e-08,11397163.0572,2.60960844443e-47,34.1330725598,0.0, , , 
4840, ,3.9318287557057694,5.043159487171358e-08,15557216.5456,2.60960844443e-47,63.598228865,0.0, , , 
4841, ,3.9318287557057694,5.892102187612295e-08,21235722.0328,2.60960844443e-47,118.498929618,0.0, , , 
4842, ,3.9318287557057694,6.88395206964551e-08,28986926.3525,2.60960844443e-47,220.792093964,0.0, , , 
4843, ,3.9318287557057694,8.042765483057629e-08,39567380.7589,2.60960844443e-47,411.38852976,0.0, , , 
4844, ,3.9318287557057694,9.396648314954711e-08,54009783.6205,2.60960844443e-47,766.514282218,0.0, , , 
4845, ,3.9318287557057694,1.0978437670592484e-07,73723776.2718,2.60960844443e-47,1428.19504479,0.0, , , 
4846, ,3.9318287557057694,1.2826498305280627e-07,100633530.139,2.60960844443e-47,2661.05406121,0.0, , , 
4847, ,3.9318287557057694,1.4985653124037573e-07,137365554.24,2.60960844443e-47,4958.13535732,0.0, , , 
4848, ,3.9318287557057694,1.7508270317357268e-07,187505053.888,2.60960844443e-47,9238.06513677,0.0, , , 
4849, ,3.9318287557057694,2.045553350050195e-07,255945862.324,2.60960844443e-47,17212.3780713,0.0, , , 
4850, ,3.9318287557057694,2.3898925662310533e-07,349368100.126,2.60960844443e-47,32069.8503111,0.0, , , 
4851, ,3.9318287557057694,2.792196291524867e-07,476890184.03,2.60960844443e-47,59751.3608698,0.0, , , 
4852, ,3.9318287557057694,3.262222009711673e-07,650958824.066,2.60960844443e-47,111324.714058,0.0, , , 
4853, ,3.9318287557057694,3.8113697353402724e-07,888563876.59,2.60960844443e-47,207408.098959,0.0, , , 
4854, ,3.9318287557057694,4.4529585099426604e-07,1212896628.16,2.60960844443e-47,386408.47464,0.0, , , 
4855, ,3.9318287557057694,5.202549442372686e-07,1655613365.97,2.60960844443e-47,719862.535825,0.0, , , 
4856, ,3.9318287557057694,6.078323128297237e-07,2259925169.17,2.60960844443e-47,1340997.39117,0.0, , , 
4857, ,3.9318287557057694,7.101520602780344e-07,3084815498.13,2.60960844443e-47,2497886.88838,0.0, , , 
4858, ,3.9318287557057694,8.296958520834915e-07,4210797236.7,2.60960844443e-47,4652344.43357,0.0, , , 
4859, ,3.9318287557057694,9.693631061142522e-07,5747771099.88,2.60960844443e-47,8663802.55445,0.0, , , 
4860, ,3.9318287557057694,1.1325413151528126e-06,7845752421.58,2.60960844443e-47,16130956.2955,0.0, , , 
4861, ,3.9318287557057694,1.323188207223646e-06,10709513303.7,2.60960844443e-47,30025871.2661,0.0, , , 
4862, ,3.9318287557057694,1.5459277364194788e-06,14618569263.8,2.60960844443e-47,55869260.1691,0.0, , , 
4863, ,3.9318287557057694,1.8061622323899017e-06,19954461165.7,2.60960844443e-47,103904581.833,0.0, , , 
4864, ,3.9318287557057694,2.110203428568597e-06,27237995266.6,2.60960844443e-47,193109247.28,0.0, , , 
4865, ,3.9318287557057694,2.4654255471007907e-06,37180076173.5,2.60960844443e-47,358568717.493,0.0, , , 
4866, ,3.9318287557057694,2.8804441533962983e-06,50751094224.8,2.60960844443e-47,664966432.517,0.0, , , 
4867, ,3.9318287557057694,3.365325118250557e-06,69275639807.7,2.60960844443e-47,1231096785.02,0.0, , , 
4868, ,3.9318287557057694,3.93182875570577e-06,94561789140.9,2.60960844443e-47,2274001699.84,0.0, , , 
4869, ,3.9318287557057694,4.593695057977397e-06,129077580378.0,2.60960844443e-47,4187449466.6,0.0, , , 
4870, ,3.9318287557057694,5.366976945540477e-06,176191904866.0,2.60960844443e-47,7679100399.39,0.0, , , 
4871, ,3.9318287557057694,6.270429615030992e-06,240503325593.0,2.60960844443e-47,14004661901.8,0.0, , , 
4872, ,3.9318287557057694,7.3259654282152296e-06,328288916935.0,2.60960844443e-47,25354859978.5,0.0, , , 
4873, ,3.9318287557057694,8.55918537491462e-06,448116934418.0,2.60960844443e-47,45466905138.1,0.0, , , 
4874, ,3.9318287557057694,1e-05,611683113727.0,2.60960844443e-47,80531997160.2,0.0, , , 
4875, ,4.3165336925958995,1e-10,42.1080317558,1.67613031822e-47,2.99258097818e-10,3.75744428573e-15, , , 
4876, ,4.3165336925958995,1.168335485443295e-10,57.4777920649,1.67613031822e-47,5.57591547073e-10,9.27072751179e-15, , , 
4877, ,4.3165336925958995,1.3650078065460138e-10,78.4576348716,1.67613031822e-47,1.03893039364e-09,2.26215713807e-14, , , 
4878, ,4.3165336925958995,1.5947870582948242e-10,107.095284083,1.67613031822e-47,1.9357832243e-09,5.43704436601e-14, , , 
4879, ,4.3165336925958995,1.86324631193156e-10,146.185898817,1.67613031822e-47,3.60684095334e-09,1.28007807401e-13, , , 
4880, ,4.3165336925958995,2.176896784350988e-10,199.544893093,1.67613031822e-47,6.72043310395e-09,2.93002053001e-13, , , 
4881, ,4.3165336925958995,2.543345761304649e-10,272.380336828,1.67613031822e-47,1.25218221953e-08,6.45354024011e-13, , , 
4882, ,4.3165336925958995,2.9714811046840127e-10,371.80128612,1.67613031822e-47,2.33312390235e-08,1.34871568048e-12, , , 
4883, ,4.3165336925958995,3.4716868189265595e-10,507.511658037,1.67613031822e-47,4.34718450621e-08,2.62369786991e-12, , , 
4884, ,4.3165336925958995,4.056094904897649e-10,692.757375134,1.67613031822e-47,8.09987549814e-08,4.62824087804e-12, , , 
4885, ,4.3165336925958995,4.738879609717651e-10,945.6192251,1.67613031822e-47,1.50920631482e-07,7.1436003447e-12, , , 
4886, ,4.3165336925958995,5.536601209276803e-10,1290.77762428,1.67613031822e-47,2.81202309981e-07,9.18854223243e-12, , , 
4887, ,4.3165336925958995,6.468607661546321e-10,1761.92153366,1.67613031822e-47,5.23949166922e-07,9.21522733409e-12, , , 
4888, ,4.3165336925958995,7.557503872394938e-10,2405.03664797,1.67613031822e-47,9.76246352766e-07,6.58035098949e-12, , , 
4889, ,4.3165336925958995,8.829699955494082e-10,3282.8937995,1.67613031822e-47,1.81898741597e-06,2.95550013995e-12, , , 
4890, ,4.3165336925958995,1.0316051783820818e-09,4481.17566439,1.67613031822e-47,3.38922159334e-06,7.04942126878e-13, , , 
4891, ,4.3165336925958995,1.2052609368708416e-09,6116.83976439,1.67613031822e-47,6.31495463179e-06,7.08746063975e-14, , , 
4892, ,4.3165336925958995,1.4081491217648349e-09,8349.53402978,1.67613031822e-47,1.17663159218e-05,2.19127568306e-15, , , 
4893, ,4.3165336925958995,1.6451905877536607e-09,11397.1791317,1.67613031822e-47,2.19235447312e-05,1.35469273164e-17, , , 
4894, ,4.3165336925958995,1.9221345439899134e-09,15557.2384873,1.67613031822e-47,4.08489638267e-05,9.30590741786e-21, , , 
4895, ,4.3165336925958995,2.2456979955397722e-09,21235.7519835,1.67613031822e-47,7.61116810991e-05,3.18530449161e-25, , , 
4896, ,4.3165336925958995,2.623728657777993e-09,28986.9672354,1.67613031822e-47,0.000141814808855,1.81796495151e-31, , , 
4897, ,4.3165336925958995,3.065395295056524e-09,39567.4365644,1.67613031822e-47,0.000264235918948,3.88234470704e-40, , , 
4898, ,4.3165336925958995,3.581410100125456e-09,54009.8597954,1.67613031822e-47,0.000492336599859,4.0348746907e-52, , , 
4899, ,4.3165336925958995,4.184288507901576e-09,73723.8802512,1.67613031822e-47,0.000917344349847,1.26068328913e-68, , , 
4900, ,4.3165336925958995,4.8886527451139865e-09,100633.672072,1.67613031822e-47,0.00170923846627,2.64772041716e-91, , , 
4901, ,4.3165336925958995,5.711586478126423e-09,137365.747979,1.67613031822e-47,0.00318473224217,2.08744889157e-122, , , 
4902, ,4.3165336925958995,6.6730491605731925e-09,187505.318344,1.67613031822e-47,0.00593394053776,5.19348477314e-165, , , 
4903, ,4.3165336925958995,7.79636013040522e-09,255946.223308,1.67613031822e-47,0.0110563926519,2.58516614453e-223, , , 
4904, ,4.3165336925958995,9.108764197647733e-09,349368.592872,1.67613031822e-47,0.0206007823988,4.79210228949e-303, , , 
4905, ,4.3165336925958995,1.0642092440647247e-08,476890.856632,1.67613031822e-47,0.038384330726,0.0, , , 
4906, ,4.3165336925958995,1.2433534237775991e-08,650959.742173,1.67613031822e-47,0.0715194598597,0.0, , , 
4907, ,4.3165336925958995,1.4526539259467813e-08,888565.129813,1.67613031822e-47,0.13325836269,0.0, , , 
4908, ,4.3165336925958995,1.697187129752137e-08,1212898.33882,1.67613031822e-47,0.248293134693,0.0, , , 
4909, ,4.3165336925958995,1.9828839491270715e-08,1655615.70103,1.67613031822e-47,0.462631221404,0.0, , , 
4910, ,4.3165336925958995,2.3166736812810894e-08,2259928.35655,1.67613031822e-47,0.86199579984,0.0, , , 
4911, ,4.3165336925958995,2.706652070033241e-08,3084819.84893,1.67613031822e-47,1.60611019681,0.0, , , 
4912, ,4.3165336925958995,3.162277660168379e-08,4210803.17558,1.67613031822e-47,2.99257814247,0.0, , , 
4913, ,4.3165336925958995,3.6946012051993016e-08,5747779.20649,1.67613031822e-47,5.57590825855,0.0, , , 
4914, ,4.3165336925958995,4.316533692595901e-08,7845763.48716,1.67613031822e-47,10.3892855934,0.0, , , 
4915, ,4.3165336925958995,5.043159487171358e-08,10709528.4083,1.67613031822e-47,19.3577855903,0.0, , , 
4916, ,4.3165336925958995,5.892102187612295e-08,14618589.8817,1.67613031822e-47,36.0682908795,0.0, , , 
4917, ,4.3165336925958995,6.88395206964551e-08,19954489.3093,1.67613031822e-47,67.2040292621,0.0, , , 
4918, ,4.3165336925958995,8.042765483057629e-08,27238033.6828,1.67613031822e-47,125.21745443,0.0, , , 
4919, ,4.3165336925958995,9.396648314954711e-08,37180128.612,1.67613031822e-47,233.310438163,0.0, , , 
4920, ,4.3165336925958995,1.0978437670592484e-07,50751165.8037,1.67613031822e-47,434.713485837,0.0, , , 
4921, ,4.3165336925958995,1.2826498305280627e-07,69275737.5134,1.67613031822e-47,809.974922698,0.0, , , 
4922, ,4.3165336925958995,1.4985653124037573e-07,94561922.51,1.67613031822e-47,1509.17419985,0.0, , , 
4923, ,4.3165336925958995,1.7508270317357268e-07,129077762.428,1.67613031822e-47,2811.94142088,0.0, , , 
4924, ,4.3165336925958995,2.045553350050195e-07,176192153.366,1.67613031822e-47,5239.28393335,0.0, , , 
4925, ,4.3165336925958995,2.3898925662310533e-07,240503664.797,1.67613031822e-47,9761.93519001,0.0, , , 
4926, ,4.3165336925958995,2.792196291524867e-07,328289379.95,1.67613031822e-47,18188.5304369,0.0, , , 
4927, ,4.3165336925958995,3.262222009711673e-07,448117566.439,1.67613031822e-47,33888.7984601,0.0, , , 
4928, ,4.3165336925958995,3.8113697353402724e-07,611683976.439,1.67613031822e-47,63140.8547736,0.0, , , 
4929, ,4.3165336925958995,4.4529585099426604e-07,834953402.978,1.67613031822e-47,117641.054559,0.0, , , 
4930, ,4.3165336925958995,5.202549442372686e-07,1139717913.17,1.67613031822e-47,219179.2308,0.0, , , 
4931, ,4.3165336925958995,6.078323128297237e-07,1555723848.73,1.67613031822e-47,408346.671613,0.0, , , 
4932, ,4.3165336925958995,7.101520602780344e-07,2123575198.35,1.67613031822e-47,760753.236839,0.0, , , 
4933, ,4.3165336925958995,8.296958520834915e-07,2898696723.54,1.67613031822e-47,1417223.53081,0.0, , , 
4934, ,4.3165336925958995,9.693631061142522e-07,3956743656.44,1.67613031822e-47,2640008.19507,0.0, , , 
4935, ,4.3165336925958995,1.1325413151528126e-06,5400985979.54,1.67613031822e-47,4917388.25732,0.0, , , 
4936, ,4.3165336925958995,1.323188207223646e-06,7372388025.12,1.67613031822e-47,9158245.76178,0.0, , , 
4937, ,4.3165336925958995,1.5459277364194788e-06,10063367207.2,1.67613031822e-47,17053751.427,0.0, , , 
4938, ,4.3165336925958995,1.8061622323899017e-06,13736574797.9,1.67613031822e-47,31749133.6278,0.0, , , 
4939, ,4.3165336925958995,2.110203428568597e-06,18750531834.4,1.67613031822e-47,59089916.0991,0.0, , , 
4940, ,4.3165336925958995,2.4654255471007907e-06,25594622330.8,1.67613031822e-47,109930216.248,0.0, , , 
4941, ,4.3165336925958995,2.8804441533962983e-06,34936859287.2,1.67613031822e-47,204398943.401,0.0, , , 
4942, ,4.3165336925958995,3.365325118250557e-06,47689085663.2,1.67613031822e-47,379761271.317,0.0, , , 
4943, ,4.3165336925958995,3.93182875570577e-06,65095974217.3,1.67613031822e-47,704846771.723,0.0, , , 
4944, ,4.3165336925958995,4.593695057977397e-06,88856512981.3,1.67613031822e-47,1306383415.8,0.0, , , 
4945, ,4.3165336925958995,5.366976945540477e-06,121289833882.0,1.67613031822e-47,2416700460.52,0.0, , , 
4946, ,4.3165336925958995,6.270429615030992e-06,165561570103.0,1.67613031822e-47,4459252774.11,0.0, , , 
4947, ,4.3165336925958995,7.3259654282152296e-06,225992835655.0,1.67613031822e-47,8199803138.95,0.0, , , 
4948, ,4.3165336925958995,8.55918537491462e-06,308481984893.0,1.67613031822e-47,15008547361.7,0.0, , , 
4949, ,4.3165336925958995,1e-05,421080317558.0,1.67613031822e-47,27302679590.8,0.0, , , 
4950, ,4.738879609717657,1e-10,28.9870165106,1.2714062432e-47,1.07572093634e-10,1.60034377153e-15, , , 
4951, ,4.738879609717657,1.168335485443295e-10,39.5675038255,1.2714062432e-47,2.00433306731e-10,3.92399424608e-15, , , 
4952, ,4.738879609717657,1.3650078065460138e-10,54.0099516074,1.2714062432e-47,3.73456619553e-10,9.49387143526e-15, , , 
4953, ,4.738879609717657,1.5947870582948242e-10,73.7240055752,1.2714062432e-47,6.95841669047e-10,2.25549130722e-14, , , 
4954, ,4.738879609717657,1.86324631193156e-10,100.63384314,1.2714062432e-47,1.29652442353e-09,5.22675286636e-14, , , 
4955, ,4.738879609717657,2.176896784350988e-10,137.365981489,1.2714062432e-47,2.41574435046e-09,1.1707687752e-13, , , 
4956, ,4.738879609717657,2.543345761304649e-10,187.505637086,1.2714062432e-47,4.50112675153e-09,2.50365329535e-13, , , 
4957, ,4.738879609717657,2.9714811046840127e-10,255.946658394,1.2714062432e-47,8.38670781923e-09,5.02563911727e-13, , , 
4958, ,4.738879609717657,3.4716868189265595e-10,349.369186767,1.2714062432e-47,1.56265024132e-08,9.253155944e-13, , , 
4959, ,4.738879609717657,4.056094904897649e-10,476.891667304,1.2714062432e-47,2.91160229891e-08,1.51417258133e-12, , , 
4960, ,4.738879609717657,4.738879609717651e-10,650.960848746,1.2714062432e-47,5.4250322451e-08,2.10937897203e-12, , , 
4961, ,4.738879609717657,5.536601209276803e-10,888.566640294,1.2714062432e-47,1.01081713224e-07,2.35890936296e-12, , , 
4962, ,4.738879609717657,6.468607661546321e-10,1212.90040064,1.2714062432e-47,1.88340129358e-07,1.95440836372e-12, , , 
4963, ,4.738879609717657,7.557503872394938e-10,1655.61851543,1.2714062432e-47,3.50924051388e-07,1.07528497679e-12, , , 
4964, ,4.738879609717657,8.829699955494082e-10,2259.93219823,1.2714062432e-47,6.53857944449e-07,3.38328980656e-13, , , 
4965, ,4.738879609717657,1.0316051783820818e-09,3084.82509285,1.2714062432e-47,1.21829840335e-06,4.9645223701e-14, , , 
4966, ,4.738879609717657,1.2052609368708416e-09,4210.81033357,1.2714062432e-47,2.26999000644e-06,2.57169570203e-15, , , 
4967, ,4.738879609717657,1.4081491217648349e-09,5747.7889772,1.2714062432e-47,4.2295505065e-06,3.21595823772e-17, , , 
4968, ,4.738879609717657,1.6451905877536607e-09,7845.77682426,1.2714062432e-47,7.88069437955e-06,5.77894305392e-20, , , 
4969, ,4.738879609717657,1.9221345439899134e-09,10709.5466135,1.2714062432e-47,1.4683674731e-05,7.35013476759e-24, , , 
4970, ,4.738879609717657,2.2456979955397722e-09,14618.614732,1.2714062432e-47,2.73593027698e-05,2.51685896879e-29, , , 
4971, ,4.738879609717657,2.623728657777993e-09,19954.5232301,1.2714062432e-47,5.09771199365e-05,6.2018262744e-37, , , 
4972, ,4.738879609717657,3.065395295056524e-09,27238.079985,1.2714062432e-47,9.49829305965e-05,1.81593951585e-47, , , 
4973, ,4.738879609717657,3.581410100125456e-09,37180.1918149,1.2714062432e-47,0.00017697659483,5.40664632579e-62, , , 
4974, ,4.738879609717657,4.184288507901576e-09,50751.2520762,1.2714062432e-47,0.000329750986851,5.70969920261e-82, , , 
4975, ,4.738879609717657,4.8886527451139865e-09,69275.855276,1.2714062432e-47,0.000614407308164,2.1918678679e-109, , , 
4976, ,4.738879609717657,5.711586478126423e-09,94562.0832569,1.2714062432e-47,0.00114479214602,5.88930499062e-147, , , 
4977, ,4.738879609717657,6.6730491605731925e-09,129077.981849,1.2714062432e-47,0.00213302973143,2.17635758541e-198, , , 
4978, ,4.738879609717657,7.79636013040522e-09,176192.452877,1.2714062432e-47,0.00397435974836,9.64351376751e-269, , , 
4979, ,4.738879609717657,9.108764197647733e-09,240504.073632,1.2714062432e-47,0.00740521106213,0.0, , , 
4980, ,4.738879609717657,1.0642092440647247e-08,328289.938013,1.2714062432e-47,0.0137977319938,0.0, , , 
4981, ,4.738879609717657,1.2433534237775991e-08,448118.328198,1.2714062432e-47,0.0257085727247,0.0, , , 
4982, ,4.738879609717657,1.4526539259467813e-08,611685.016247,1.2714062432e-47,0.0479014019768,0.0, , , 
4983, ,4.738879609717657,1.697187129752137e-08,834954.822325,1.2714062432e-47,0.0892521071681,0.0, , , 
4984, ,4.738879609717657,1.9828839491270715e-08,1139719.85059,1.2714062432e-47,0.166298650862,0.0, , , 
4985, ,4.738879609717657,2.3166736812810894e-08,1555726.49333,1.2714062432e-47,0.309855325894,0.0, , , 
4986, ,4.738879609717657,2.706652070033241e-08,2123578.80824,1.2714062432e-47,0.577336737242,0.0, , , 
4987, ,4.738879609717657,3.162277660168379e-08,2898701.65106,1.2714062432e-47,1.07572040408,0.0, , , 
4988, ,4.738879609717657,3.6946012051993016e-08,3956750.38255,1.2714062432e-47,2.00433171357,0.0, , , 
4989, ,4.738879609717657,4.316533692595901e-08,5400995.16074,1.2714062432e-47,3.73456275251,0.0, , , 
4990, ,4.738879609717657,5.043159487171358e-08,7372400.55752,1.2714062432e-47,6.95840793366,0.0, , , 
