Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,Kappa0
1184, ,0.2559547922699536,2.947051702551811e-07,2.31127733669e+15,5.39704551331e-47,1.15563866834e+15,0.0, 
1185, ,0.2559547922699536,3.727593720314938e-07,3.69771720053e+15,5.39704551331e-47,1.84885860026e+15,0.0, 
1186, ,0.2559547922699536,4.7148663634573897e-07,5.9158251059e+15,5.39704551331e-47,2.95791255295e+15,0.0, 
1187, ,0.2559547922699536,5.963623316594636e-07,9.46448437934e+15,5.39704551331e-47,4.73224218967e+15,0.0, 
1188, ,0.2559547922699536,7.543120063354624e-07,1.51418378609e+16,5.39704551331e-47,7.57091893043e+15,0.0, 
1189, ,0.2559547922699536,9.540954763499944e-07,2.42248013326e+16,5.39704551331e-47,1.21124006663e+16,0.0, 
1190, ,0.2559547922699536,1.2067926406393288e-06,3.87562596426e+16,5.39704551331e-47,1.93781298213e+16,0.0, 
1191, ,0.2559547922699536,1.526417967175233e-06,6.20045399286e+16,5.39704551331e-47,3.10022699643e+16,0.0, 
1192, ,0.2559547922699536,1.9306977288832498e-06,9.91985038599e+16,5.39704551331e-47,4.95992519299e+16,0.0, 
1193, ,0.2559547922699536,2.4420530945486497e-06,1.58703591372e+17,5.39704551331e-47,7.9351795686e+16,0.0, 
1194, ,0.2559547922699536,3.088843596477485e-06,2.53903324489e+17,5.39704551331e-47,1.26951662245e+17,0.0, 
1195, ,0.2559547922699536,3.906939937054621e-06,4.06209447621e+17,5.39704551331e-47,2.03104723811e+17,0.0, 
1196, ,0.2559547922699536,4.941713361323839e-06,6.49877726763e+17,5.39704551331e-47,3.24938863382e+17,0.0, 
1197, ,0.2559547922699536,6.250551925273976e-06,1.03971254784e+18,5.39704551331e-47,5.1985627392e+17,0.0, 
1198, ,0.2559547922699536,7.906043210907703e-06,1.66339318555e+18,5.39704551331e-47,8.31696592773e+17,0.0, 
1199, ,0.2559547922699536,1e-05,2.66119409203e+18,5.39704551331e-47,1.33059704601e+18,0.0, 
1200, ,0.2947051702551809,1e-10,151418381.84,1.13399733156e-46,26174.4381225,0.00108148826273, 
1201, ,0.2947051702551809,1.264855216855296e-10,242248018.495,1.13399733156e-46,66985.4666959,0.00442732124821, 
1202, ,0.2947051702551809,1.5998587196060573e-10,387562604.696,1.13399733156e-46,171414.596499,0.0181211137463, 
1203, ,0.2947051702551809,2.0235896477251562e-10,620045412.516,1.13399733156e-46,438588.688949,0.0741494901562, 
1204, ,0.2947051702551809,2.559547922699533e-10,991985059.766,1.13399733156e-46,1121953.79306,0.303276393589, 
1205, ,0.2947051702551809,3.23745754281764e-10,1587035947.59,1.13399733156e-46,2869097.58136,1.2395402784, 
1206, ,0.2947051702551809,4.09491506238042e-10,2539033299.07,1.13399733156e-46,7332979.82358,5.06045534371, 
1207, ,0.2947051702551809,5.179474679231202e-10,4062094562.89,1.13399733156e-46,18725792.8155,20.6219861289, 
1208, ,0.2947051702551809,6.551285568595495e-10,6498777406.31,1.13399733156e-46,47753073.1812,83.7939474114, 
1209, ,0.2947051702551809,8.28642772854686e-10,10397125700.3,1.13399733156e-46,121509422.955,338.911438708, 
1210, ,0.2947051702551809,1.0481131341546874e-09,16633932210.4,1.13399733156e-46,308111545.292,1360.69118415, 
1211, ,0.2947051702551809,1.3257113655901108e-09,26611941488.1,1.13399733156e-46,777002653.815,5399.40974954, 
1212, ,0.2947051702551809,1.6768329368110098e-09,42575346635.5,1.13399733156e-46,1942705162.45,21031.8857597, 
1213, ,0.2947051702551809,2.1209508879201927e-09,68114539555.0,1.13399733156e-46,4793227075.13,79566.0925453, 
1214, ,0.2947051702551809,2.6826957952797275e-09,108973640039.0,1.13399733156e-46,11590981499.1,287593.984535, 
1215, ,0.2947051702551809,3.393221771895329e-09,174342428224.0,1.13399733156e-46,27213794366.2,968945.095842, 
1216, ,0.2947051702551809,4.291934260128778e-09,278923253991.0,1.13399733156e-46,61299996976.3,2934195.13226, 
1217, ,0.2947051702551809,5.4286754393238595e-09,446237799998.0,1.13399733156e-46,130764989071.0,7580734.16766, 
1218, ,0.2947051702551809,6.866488450042997e-09,713917435345.0,1.13399733156e-46,261343064632.0,15527618.7665, 
1219, ,0.2947051702551809,8.68511373751352e-09,1.14216703402e+12,1.13399733156e-46,487477136811.0,22725059.4694, 
1220, ,0.2947051702551809,1.0985411419875573e-08,1.82730588862e+12,1.13399733156e-46,854225633649.0,20378356.136, 
1221, ,0.2947051702551809,1.3894954943731358e-08,2.92343125929e+12,1.13399733156e-46,1.4287802608e+12,8803516.55909, 
1222, ,0.2947051702551809,1.7575106248547933e-08,4.67707699134e+12,1.13399733156e-46,2.32501779474e+12,1239169.33108, 
1223, ,0.2947051702551809,2.222996482526196e-08,7.48266240687e+12,1.13399733156e-46,3.73749184069e+12,29938.9444735, 
1224, ,0.2947051702551809,2.8117686979742307e-08,1.19712026975e+13,1.13399733156e-46,5.98491341198e+12,43.8202169773, 
1225, ,0.2947051702551809,3.5564803062231293e-08,1.91522330198e+13,1.13399733156e-46,9.57604751949e+12,0.000726689558054, 
1226, ,0.2947051702551809,4.498432668969443e-08,3.06408669966e+13,1.13399733156e-46,1.53204301761e+13,9.30232358828e-12, 
1227, ,0.2947051702551809,5.689866029018303e-08,4.90210582408e+13,1.13399733156e-46,2.45105290571e+13,1.2486770253e-24, 
1228, ,0.2947051702551809,7.196856730011529e-08,7.84267674708e+13,1.13399733156e-46,3.9213383735e+13,1.81135550885e-45, 
1229, ,0.2947051702551809,9.102981779915227e-08,1.25471747789e+14,1.13399733156e-46,6.27358738944e+13,4.72712571275e-79, 
1230, ,0.2947051702551809,1.151395399326448e-07,2.00737069764e+14,1.13399733156e-46,1.00368534882e+14,5.02413404868e-133, 
1231, ,0.2947051702551809,1.4563484775012446e-07,3.2115095141e+14,1.13399733156e-46,1.60575475705e+14,1.2770703434e-219, 
1232, ,0.2947051702551809,1.8420699693267165e-07,5.13796149923e+14,1.13399733156e-46,2.56898074962e+14,0.0, 
1233, ,0.2947051702551809,2.329951810515372e-07,8.22001250555e+14,1.13399733156e-46,4.11000625277e+14,0.0, 
1234, ,0.2947051702551809,2.947051702551811e-07,1.31508586823e+15,1.13399733156e-46,6.57542934114e+14,0.0, 
1235, ,0.2947051702551809,3.727593720314938e-07,2.10395159331e+15,1.13399733156e-46,1.05197579666e+15,0.0, 
1236, ,0.2947051702551809,4.7148663634573897e-07,3.36602530219e+15,1.13399733156e-46,1.6830126511e+15,0.0, 
1237, ,0.2947051702551809,5.963623316594636e-07,5.38516493013e+15,1.13399733156e-46,2.69258246506e+15,0.0, 
1238, ,0.2947051702551809,7.543120063354624e-07,8.61550306998e+15,1.13399733156e-46,4.30775153499e+15,0.0, 
1239, ,0.2947051702551809,9.540954763499944e-07,1.37835877103e+16,1.13399733156e-46,6.89179385515e+15,0.0, 
1240, ,0.2947051702551809,1.2067926406393288e-06,2.20517929858e+16,1.13399733156e-46,1.10258964929e+16,0.0, 
1241, ,0.2947051702551809,1.526417967175233e-06,3.52797532912e+16,1.13399733156e-46,1.76398766456e+16,0.0, 
1242, ,0.2947051702551809,1.9306977288832498e-06,5.64426209286e+16,1.13399733156e-46,2.82213104643e+16,0.0, 
1243, ,0.2947051702551809,2.4420530945486497e-06,9.030021925e+16,1.13399733156e-46,4.5150109625e+16,0.0, 
1244, ,0.2947051702551809,3.088843596477485e-06,1.44467593149e+17,1.13399733156e-46,7.22337965747e+16,0.0, 
1245, ,0.2947051702551809,3.906939937054621e-06,2.31127738601e+17,1.13399733156e-46,1.155638693e+17,0.0, 
1246, ,0.2947051702551809,4.941713361323839e-06,3.69771727943e+17,1.13399733156e-46,1.84885863971e+17,0.0, 
1247, ,0.2947051702551809,6.250551925273976e-06,5.91582523213e+17,1.13399733156e-46,2.95791261607e+17,0.0, 
1248, ,0.2947051702551809,7.906043210907703e-06,9.46448458129e+17,1.13399733156e-46,4.73224229065e+17,0.0, 
1249, ,0.2947051702551809,1e-05,1.5141838184e+18,1.13399733156e-46,7.57091909198e+17,0.0, 
1250, ,0.3393221771895328,1e-10,86155033.137,9.47826491989e-46,70765.638974,0.00410517631109, 
1251, ,0.3393221771895328,1.264855216855296e-10,137835881.002,9.47826491989e-46,181009.080276,0.0167957432185, 
1252, ,0.3393221771895328,1.5998587196060573e-10,220517936.096,9.47826491989e-46,462814.974699,0.0686816108931, 
1253, ,0.3393221771895328,2.0235896477251562e-10,352797542.893,9.47826491989e-46,1182609.79052,0.280621092506, 
1254, ,0.3393221771895328,2.559547922699533e-10,564426225.252,9.47826491989e-46,3018838.65868,1.14504625406, 
1255, ,0.3393221771895328,3.23745754281764e-10,903002218.044,9.47826491989e-46,7693857.55835,4.66235353193, 
1256, ,0.3393221771895328,4.09491506238042e-10,1444675972.36,9.47826491989e-46,19558916.0505,18.9200221397, 
1257, ,0.3393221771895328,5.179474679231202e-10,2311277451.39,9.47826491989e-46,49521931.0445,76.3679023608, 
1258, ,0.3393221771895328,6.551285568595495e-10,3697717384.03,9.47826491989e-46,124594434.692,305.647935139, 
1259, ,0.3393221771895328,8.28642772854686e-10,5915825399.48,9.47826491989e-46,310390376.133,1207.14013507, 
1260, ,0.3393221771895328,1.0481131341546874e-09,9464484849.03,9.47826491989e-46,761593425.806,4670.10666964, 
1261, ,0.3393221771895328,1.3257113655901108e-09,15141838612.3,9.47826491989e-46,1826557189.28,17506.3447638, 
1262, ,0.3393221771895328,1.6768329368110098e-09,24224802534.8,9.47826491989e-46,4238140324.66,62607.1201441, 
1263, ,0.3393221771895328,2.1209508879201927e-09,38756261566.0,9.47826491989e-46,9395571058.59,209190.902277, 
1264, ,0.3393221771895328,2.6826957952797275e-09,62004543005.6,9.47826491989e-46,19649270312.9,636201.467303, 
1265, ,0.3393221771895328,3.393221771895329e-09,99198508782.8,9.47826491989e-46,38415340275.2,1708109.09273, 
1266, ,0.3393221771895328,4.291934260128778e-09,158703599248.0,9.47826491989e-46,70157914749.4,3909023.41638, 
1267, ,0.3393221771895328,5.4286754393238595e-09,253903337090.0,9.47826491989e-46,120885194004.0,7289534.72662, 
1268, ,0.3393221771895328,6.866488450042997e-09,406209467780.0,9.47826491989e-46,200029878901.0,10326014.4481, 
1269, ,0.3393221771895328,8.68511373751352e-09,649877759015.0,9.47826491989e-46,323806835785.0,9834020.56241, 
1270, ,0.3393221771895328,1.0985411419875573e-08,1.03971259944e+12,9.47826491989e-46,519575543679.0,5094221.13652, 
1271, ,0.3393221771895328,1.3894954943731358e-08,1.66339326809e+12,9.47826491989e-46,831654205270.0,1007849.06782, 
1272, ,0.3393221771895328,1.7575106248547933e-08,2.6611942241e+12,9.47826491989e-46,1.33059368076e+12,42898.6967831, 
1273, ,0.3393221771895328,2.222996482526196e-08,4.25753478398e+12,9.47826491989e-46,2.12876726612e+12,156.402151154, 
1274, ,0.3393221771895328,2.8117686979742307e-08,6.81145414818e+12,9.47826491989e-46,3.40572707239e+12,0.0111846665589, 
1275, ,0.3393221771895328,3.5564803062231293e-08,1.08973643122e+13,9.47826491989e-46,5.44868215608e+12,1.48380590426e-09, 
1276, ,0.3393221771895328,4.498432668969443e-08,1.74342433155e+13,9.47826491989e-46,8.71712165777e+12,8.39296424552e-21, 
1277, ,0.3393221771895328,5.689866029018303e-08,2.78923261881e+13,9.47826491989e-46,1.39461630941e+13,4.83867623984e-39, 
1278, ,0.3393221771895328,7.196856730011529e-08,4.46237812621e+13,9.47826491989e-46,2.23118906311e+13,1.81871258358e-68, 
1279, ,0.3393221771895328,9.102981779915227e-08,7.1391745554e+13,9.47826491989e-46,3.5695872777e+13,8.69258171351e-116, 
1280, ,0.3393221771895328,1.151395399326448e-07,1.14216706633e+14,9.47826491989e-46,5.71083533163e+13,9.72813340877e-192, 
1281, ,0.3393221771895328,1.4563484775012446e-07,1.82730594031e+14,9.47826491989e-46,9.13652970154e+13,0.0, 
1282, ,0.3393221771895328,1.8420699693267165e-07,2.92343134199e+14,9.47826491989e-46,1.46171567099e+14,0.0, 
1283, ,0.3393221771895328,2.329951810515372e-07,4.67707712365e+14,9.47826491989e-46,2.33853856182e+14,0.0, 
1284, ,0.3393221771895328,2.947051702551811e-07,7.48266261854e+14,9.47826491989e-46,3.74133130927e+14,0.0, 
1285, ,0.3393221771895328,3.727593720314938e-07,1.19712030361e+15,9.47826491989e-46,5.98560151807e+14,0.0, 
1286, ,0.3393221771895328,4.7148663634573897e-07,1.91522335615e+15,9.47826491989e-46,9.57611678077e+14,0.0, 
1287, ,0.3393221771895328,5.963623316594636e-07,3.06408678634e+15,9.47826491989e-46,1.53204339317e+15,0.0, 
1288, ,0.3393221771895328,7.543120063354624e-07,4.90210596275e+15,9.47826491989e-46,2.45105298138e+15,0.0, 
1289, ,0.3393221771895328,9.540954763499944e-07,7.84267696894e+15,9.47826491989e-46,3.92133848447e+15,0.0, 
1290, ,0.3393221771895328,1.2067926406393288e-06,1.25471751338e+16,9.47826491989e-46,6.27358756691e+15,0.0, 
1291, ,0.3393221771895328,1.526417967175233e-06,2.00737075443e+16,9.47826491989e-46,1.00368537721e+16,0.0, 
1292, ,0.3393221771895328,1.9306977288832498e-06,3.21150960495e+16,9.47826491989e-46,1.60575480248e+16,0.0, 
1293, ,0.3393221771895328,2.4420530945486497e-06,5.13796164458e+16,9.47826491989e-46,2.56898082229e+16,0.0, 
1294, ,0.3393221771895328,3.088843596477485e-06,8.22001273808e+16,9.47826491989e-46,4.11000636904e+16,0.0, 
1295, ,0.3393221771895328,3.906939937054621e-06,1.31508590543e+17,9.47826491989e-46,6.57542952714e+16,0.0, 
1296, ,0.3393221771895328,4.941713361323839e-06,2.10395165283e+17,9.47826491989e-46,1.05197582642e+17,0.0, 
1297, ,0.3393221771895328,6.250551925273976e-06,3.36602539741e+17,9.47826491989e-46,1.68301269871e+17,0.0, 
1298, ,0.3393221771895328,7.906043210907703e-06,5.38516508247e+17,9.47826491989e-46,2.69258254123e+17,0.0, 
1299, ,0.3393221771895328,1e-05,8.6155033137e+17,9.47826491989e-46,4.30775165685e+17,0.0, 
1300, ,0.3906939937054617,1e-10,49021061.4659,4.66474911097e-47,1128.72624905,9.26302932311e-05, 
1301, ,0.3906939937054617,1.264855216855296e-10,78426772.6306,4.66474911097e-47,2888.97572224,0.0003791923423, 
1302, ,0.3906939937054617,1.5998587196060573e-10,125471756.044,4.66474911097e-47,7394.25395238,0.00155196909881, 
1303, ,0.3906939937054617,2.0235896477251562e-10,200737082.971,4.66474911097e-47,18925.0552991,0.00635000082463, 
1304, ,0.3906939937054617,2.559547922699533e-10,321150972.539,4.66474911097e-47,48435.9335115,0.0259688090716, 
1305, ,0.3906939937054617,3.23745754281764e-10,513796183.726,4.66474911097e-47,123959.138956,0.106118323647, 
1306, ,0.3906939937054617,4.09491506238042e-10,822001304.635,4.66474911097e-47,317218.13738,0.433096760474, 
1307, ,0.3906939937054617,5.179474679231202e-10,1315085954.75,4.66474911097e-47,811684.443885,1.76404440072, 
1308, ,0.3906939937054617,6.551285568595495e-10,2103951731.73,4.66474911097e-47,2076519.82519,7.16213139557, 
1309, ,0.3906939937054617,8.28642772854686e-10,3366025523.65,4.66474911097e-47,5310757.62787,28.930001719, 
1310, ,0.3906939937054617,1.0481131341546874e-09,5385165284.42,4.66474911097e-47,13575992.9657,115.902454682, 
1311, ,0.3906939937054617,1.3257113655901108e-09,8615503636.8,4.66474911097e-47,34678389.9094,458.288250419, 
1312, ,0.3906939937054617,1.6768329368110098e-09,13783588617.1,4.66474911097e-47,88475570.6542,1774.47646176, 
1313, ,0.3906939937054617,2.1209508879201927e-09,22051794436.6,4.66474911097e-47,225296929.453,6643.90964285, 
1314, ,0.3906939937054617,2.6826957952797275e-09,35279755612.3,4.66474911097e-47,571959540.834,23575.6932384, 
1315, ,0.3906939937054617,3.393221771895329e-09,56442624642.0,4.66474911097e-47,1445060490.7,76777.4434022, 
1316, ,0.3906939937054617,4.291934260128778e-09,90300225190.9,4.66474911097e-47,3623497185.08,217990.393279, 
1317, ,0.3906939937054617,5.4286754393238595e-09,144467602654.0,4.66474911097e-47,8980114790.73,497167.162438, 
1318, ,0.3906939937054617,6.866488450042997e-09,231127753807.0,4.66474911097e-47,21861400751.1,799357.915257, 
1319, ,0.3906939937054617,8.68511373751352e-09,369771752271.0,4.66474911097e-47,51827527869.4,736168.93858, 
1320, ,0.3906939937054617,1.0985411419875573e-08,591582562134.0,4.66474911097e-47,118314344948.0,279291.80547, 
1321, ,0.3906939937054617,1.3894954943731358e-08,946448520397.0,4.66474911097e-47,256739386769.0,25892.2228291, 
1322, ,0.3906939937054617,1.7575106248547933e-08,1.51418391802e+12,4.66474911097e-47,523330482028.0,256.611360081, 
1323, ,0.3906939937054617,2.222996482526196e-08,2.42248034432e+12,4.66474911097e-47,995730605568.0,0.0733609988029, 
1324, ,0.3906939937054617,2.8117686979742307e-08,3.87562630194e+12,4.66474911097e-47,1.77447236098e+12,7.5410254425e-08, 
1325, ,0.3906939937054617,3.5564803062231293e-08,6.2004545331e+12,4.66474911097e-47,3.00245971655e+12,1.00452436927e-17, 
1326, ,0.3906939937054617,4.498432668969443e-08,9.91985125029e+12,4.66474911097e-47,4.91586530027e+12,8.48959401579e-34, 
1327, ,0.3906939937054617,5.689866029018303e-08,1.587036052e+13,4.66474911097e-47,7.92113910345e+12,9.04573267296e-60, 
1328, ,0.3906939937054617,7.196856730011529e-08,2.53903346612e+13,4.66474911097e-47,1.26922596945e+13,1.42912545661e-101, 
1329, ,0.3906939937054617,9.102981779915227e-08,4.06209483014e+13,4.66474911097e-47,2.03101241063e+13,1.07888364504e-168, 
1330, ,0.3906939937054617,1.151395399326448e-07,6.49877783387e+13,4.66474911097e-47,3.24938679326e+13,2.52443533386e-276, 
1331, ,0.3906939937054617,1.4563484775012446e-07,1.03971263843e+14,4.66474911097e-47,5.19856313799e+13,0.0, 
1332, ,0.3906939937054617,1.8420699693267165e-07,1.66339333048e+14,4.66474911097e-47,8.31696665192e+13,0.0, 
1333, ,0.3906939937054617,2.329951810515372e-07,2.6611943239e+14,4.66474911097e-47,1.33059716195e+14,0.0, 
1334, ,0.3906939937054617,2.947051702551811e-07,4.25753494365e+14,4.66474911097e-47,2.12876747183e+14,0.0, 
1335, ,0.3906939937054617,3.727593720314938e-07,6.81145440363e+14,4.66474911097e-47,3.40572720181e+14,0.0, 
1336, ,0.3906939937054617,4.7148663634573897e-07,1.08973647208e+15,4.66474911097e-47,5.44868236042e+14,0.0, 
1337, ,0.3906939937054617,5.963623316594636e-07,1.74342439694e+15,4.66474911097e-47,8.71712198468e+14,0.0, 
1338, ,0.3906939937054617,7.543120063354624e-07,2.78923272341e+15,4.66474911097e-47,1.39461636171e+15,0.0, 
1339, ,0.3906939937054617,9.540954763499944e-07,4.46237829356e+15,4.66474911097e-47,2.23118914678e+15,0.0, 
1340, ,0.3906939937054617,1.2067926406393288e-06,7.13917482314e+15,4.66474911097e-47,3.56958741157e+15,0.0, 
1341, ,0.3906939937054617,1.526417967175233e-06,1.14216710916e+16,4.66474911097e-47,5.7108355458e+15,0.0, 
1342, ,0.3906939937054617,1.9306977288832498e-06,1.82730600884e+16,4.66474911097e-47,9.13653004418e+15,0.0, 
1343, ,0.3906939937054617,2.4420530945486497e-06,2.92343145162e+16,4.66474911097e-47,1.46171572581e+16,0.0, 
1344, ,0.3906939937054617,3.088843596477485e-06,4.67707729905e+16,4.66474911097e-47,2.33853864953e+16,0.0, 
1345, ,0.3906939937054617,3.906939937054621e-06,7.48266289916e+16,4.66474911097e-47,3.74133144958e+16,0.0, 
1346, ,0.3906939937054617,4.941713361323839e-06,1.19712034851e+17,4.66474911097e-47,5.98560174255e+16,0.0, 
1347, ,0.3906939937054617,6.250551925273976e-06,1.91522342798e+17,4.66474911097e-47,9.5761171399e+16,0.0, 
1348, ,0.3906939937054617,7.906043210907703e-06,3.06408690125e+17,4.66474911097e-47,1.53204345062e+17,0.0, 
1349, ,0.3906939937054617,1e-05,4.90210614659e+17,4.66474911097e-47,2.4510530733e+17,0.0, 
1350, ,0.4498432668969447,1e-10,27892328.6209,3.26373875637e-47,255.674769503,2.97778327616e-05, 
1351, ,0.4498432668969447,1.264855216855296e-10,44623785.1542,3.26373875637e-47,654.407027382,0.00012188484977, 
1352, ,0.4498432668969447,1.5998587196060573e-10,71391751.7808,3.26373875637e-47,1674.96650133,0.000498762092311, 
1353, ,0.4498432668969447,2.0235896477251562e-10,114216716.594,3.26373875637e-47,4287.07658161,0.00204012360365, 
1354, ,0.4498432668969447,2.559547922699533e-10,182730609.968,3.26373875637e-47,10972.648547,0.00833931691054, 
1355, ,0.4498432668969447,3.23745754281764e-10,292343159.697,3.26373875637e-47,28083.670971,0.034051954546, 
1356, ,0.4498432668969447,4.09491506238042e-10,467707753.158,3.26373875637e-47,71875.9789617,0.138807773751, 
1357, ,0.4498432668969447,5.179474679231202e-10,748266327.118,3.26373875637e-47,183947.401357,0.564289439747, 
1358, ,0.4498432668969447,6.551285568595495e-10,1197120408.03,3.26373875637e-47,470729.622875,2.28400186369, 
1359, ,0.4498432668969447,8.28642772854686e-10,1915223523.2,3.26373875637e-47,1204476.1425,9.18039785647, 
1360, ,0.4498432668969447,1.0481131341546874e-09,3064087053.59,3.26373875637e-47,3081363.98082,36.4905027112, 
1361, ,0.4498432668969447,1.3257113655901108e-09,4902106390.31,3.26373875637e-47,7880556.95896,142.476829923, 
1362, ,0.4498432668969447,1.6768329368110098e-09,7842677652.98,3.26373875637e-47,20144740.0993,540.634393785, 
1363, ,0.4498432668969447,2.1209508879201927e-09,12547176228.2,3.26373875637e-47,51455575.8943,1959.82609094, 
1364, ,0.4498432668969447,2.6826957952797275e-09,20073709295.1,3.26373875637e-47,131271520.689,6603.63292003, 
1365, ,0.4498432668969447,3.393221771895329e-09,32115098850.6,3.26373875637e-47,334241576.283,19795.1759456, 
1366, ,0.4498432668969447,4.291934260128778e-09,51379620927.1,3.26373875637e-47,848406583.346,49214.2809647, 
1367, ,0.4498432668969447,5.4286754393238595e-09,82200134550.3,3.26373875637e-47,2142989194.44,90712.9671971, 
1368, ,0.4498432668969447,6.866488450042997e-09,131508602013.0,3.26373875637e-47,5371532703.03,103611.138501, 
1369, ,0.4498432668969447,8.68511373751352e-09,210395183634.0,3.26373875637e-47,13304545886.6,55054.2037874, 
1370, ,0.4498432668969447,1.0985411419875573e-08,336602569100.0,3.26373875637e-47,32360559197.4,8607.00965801, 
1371, ,0.4498432668969447,1.3894954943731358e-08,538516555216.0,3.26373875637e-47,76620325021.4,190.459166775, 
1372, ,0.4498432668969447,1.7575106248547933e-08,861550406514.0,3.26373875637e-47,174602661572.0,0.185511119461, 
1373, ,0.4498432668969447,2.222996482526196e-08,1.37835893024e+12,3.26373875637e-47,378016115102.0,1.23385258111e-06, 
1374, ,0.4498432668969447,2.8117686979742307e-08,2.20517955329e+12,3.26373875637e-47,768472127961.0,2.86836380993e-15, 
1375, ,0.4498432668969447,3.5564803062231293e-08,3.52797573663e+12,3.26373875637e-47,1.45813463014e+12,2.0316676582e-29, 
1376, ,0.4498432668969447,4.498432668969443e-08,5.64426274481e+12,3.26373875637e-47,2.59230891221e+12,2.25237243262e-52, 
1377, ,0.4498432668969447,5.689866029018303e-08,9.03002296804e+12,3.26373875637e-47,4.37886737038e+12,2.15285999906e-89, 
1378, ,0.4498432668969447,7.196856730011529e-08,1.44467609837e+13,3.26373875637e-47,7.1627882494e+12,6.82199625857e-149, 
1379, ,0.4498432668969447,9.102981779915227e-08,2.31127765298e+13,3.26373875637e-47,1.15373744809e+13,2.43480727472e-244, 
1380, ,0.4498432668969447,1.151395399326448e-07,3.69771770655e+13,3.26373875637e-47,1.8484726583e+13,0.0, 
1381, ,0.4498432668969447,1.4563484775012446e-07,5.91582591546e+13,3.26373875637e-47,2.95786758544e+13,0.0, 
1382, ,0.4498432668969447,1.8420699693267165e-07,9.46448567452e+13,3.26373875637e-47,4.73224016823e+13,0.0, 
1383, ,0.4498432668969447,2.329951810515372e-07,1.5141839933e+14,3.26373875637e-47,7.57091990102e+13,0.0, 
1384, ,0.4498432668969447,2.947051702551811e-07,2.42248046476e+14,3.26373875637e-47,1.21124023233e+14,0.0, 
1385, ,0.4498432668969447,3.727593720314938e-07,3.87562649463e+14,3.26373875637e-47,1.93781324731e+14,0.0, 
1386, ,0.4498432668969447,4.7148663634573897e-07,6.20045484136e+14,3.26373875637e-47,3.10022742068e+14,0.0, 
1387, ,0.4498432668969447,5.963623316594636e-07,9.91985174348e+14,3.26373875637e-47,4.95992587174e+14,0.0, 
1388, ,0.4498432668969447,7.543120063354624e-07,1.5870361309e+15,3.26373875637e-47,7.9351806545e+14,0.0, 
1389, ,0.4498432668969447,9.540954763499944e-07,2.53903359235e+15,3.26373875637e-47,1.26951679618e+15,0.0, 
1390, ,0.4498432668969447,1.2067926406393288e-06,4.0620950321e+15,3.26373875637e-47,2.03104751605e+15,0.0, 
1391, ,0.4498432668969447,1.526417967175233e-06,6.49877815697e+15,3.26373875637e-47,3.24938907848e+15,0.0, 
1392, ,0.4498432668969447,1.9306977288832498e-06,1.03971269012e+16,3.26373875637e-47,5.1985634506e+15,0.0, 
1393, ,0.4498432668969447,2.4420530945486497e-06,1.66339341318e+16,3.26373875637e-47,8.31696706588e+15,0.0, 
1394, ,0.4498432668969447,3.088843596477485e-06,2.6611944562e+16,3.26373875637e-47,1.3305972281e+16,0.0, 
1395, ,0.4498432668969447,3.906939937054621e-06,4.25753515532e+16,3.26373875637e-47,2.12876757766e+16,0.0, 
1396, ,0.4498432668969447,4.941713361323839e-06,6.81145474227e+16,3.26373875637e-47,3.40572737114e+16,0.0, 
1397, ,0.4498432668969447,6.250551925273976e-06,1.08973652626e+17,3.26373875637e-47,5.44868263132e+16,0.0, 
1398, ,0.4498432668969447,7.906043210907703e-06,1.74342448362e+17,3.26373875637e-47,8.71712241808e+16,0.0, 
1399, ,0.4498432668969447,1e-05,2.78923286209e+17,3.26373875637e-47,1.39461643104e+17,0.0, 
1400, ,0.517947467923121,1e-10,15870362.355,8.85264330958e-47,224.515694535,3.85551587347e-05, 
1401, ,0.517947467923121,1.264855216855296e-10,25390337.597,8.85264330958e-47,574.652177427,0.000157779111004, 
1402, ,0.517947467923121,1.5998587196060573e-10,40620952.9983,8.85264330958e-47,1470.82316199,0.000645430999068, 
1403, ,0.517947467923121,2.0235896477251562e-10,64987785.8531,8.85264330958e-47,3764.53334612,0.0026386600907, 
1404, ,0.517947467923121,2.559547922699533e-10,103971275.865,8.85264330958e-47,9635.05709541,0.010776814721, 
1405, ,0.517947467923121,3.23745754281764e-10,166339352.281,8.85264330958e-47,24659.5625473,0.0439455382684, 
1406, ,0.517947467923121,4.09491506238042e-10,266119463.16,8.85264330958e-47,63109.8485249,0.178750434163, 
1407, ,0.517947467923121,5.179474679231202e-10,425753543.594,8.85264330958e-47,161502.045148,0.724156268077, 
1408, ,0.517947467923121,6.551285568595495e-10,681145519.122,8.85264330958e-47,413246.82269,2.91489112917, 
1409, ,0.517947467923121,8.28642772854686e-10,1089736598.09,8.85264330958e-47,1057211.88231,11.6128972175, 
1410, ,0.517947467923121,1.0481131341546874e-09,1743424598.53,8.85264330958e-47,2703885.36497,45.5097727827, 
1411, ,0.517947467923121,1.3257113655901108e-09,2789233045.93,8.85264330958e-47,6912143.20644,173.709408192, 
1412, ,0.517947467923121,1.6768329368110098e-09,4462378809.54,8.85264330958e-47,17656919.6299,635.669779067, 
1413, ,0.517947467923121,2.1209508879201927e-09,7139175648.63,8.85264330958e-47,45050864.128,2174.43868792, 
1414, ,0.517947467923121,2.6826957952797275e-09,11421672412.3,8.85264330958e-47,114728887.905,6677.32561915, 
