Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,Kappa0
2276, ,5.689866029018292,4.498432668969443e-08,220525050.92,1.58576126676e-46,77617.2126349,0.0, 
2277, ,5.689866029018292,5.689866029018303e-08,352808925.605,1.58576126676e-46,198609.055468,0.0, 
2278, ,5.689866029018292,7.196856730011529e-08,564444435.984,1.58576126676e-46,508120.550521,0.0, 
2279, ,5.689866029018292,9.102981779915227e-08,903031352.643,1.58576126676e-46,1299622.73124,0.0, 
2280, ,5.689866029018292,1.151395399326448e-07,1444722583.6,1.58576126676e-46,3322619.22584,0.0, 
2281, ,5.689866029018292,1.4563484775012446e-07,2311352022.79,1.58576126676e-46,8488769.91639,0.0, 
2282, ,5.689866029018292,1.8420699693267165e-07,3697836687.74,1.58576126676e-46,21663656.2623,0.0, 
2283, ,5.689866029018292,2.329951810515372e-07,5916016268.56,1.58576126676e-46,55189774.2642,0.0, 
2284, ,5.689866029018292,2.947051702551811e-07,9464790212.58,1.58576126676e-46,140209611.925,0.0, 
2285, ,5.689866029018292,3.727593720314938e-07,15142327150.8,1.58576126676e-46,354638662.524,0.0, 
2286, ,5.689866029018292,4.7148663634573897e-07,24225584127.4,1.58576126676e-46,890821267.247,0.0, 
2287, ,5.689866029018292,5.963623316594636e-07,38757512003.8,1.58576126676e-46,2213714766.2,0.0, 
2288, ,5.689866029018292,7.543120063354624e-07,62006543529.5,1.58576126676e-46,5411253292.21,0.0, 
2289, ,5.689866029018292,9.540954763499944e-07,99201709338.2,1.58576126676e-46,12905922323.9,0.0, 
2290, ,5.689866029018292,1.2067926406393288e-06,158708719685.0,1.58576126676e-46,29710706383.3,0.0, 
2291, ,5.689866029018292,1.526417967175233e-06,253911529065.0,1.58576126676e-46,65182246798.9,0.0, 
2292, ,5.689866029018292,1.9306977288832498e-06,406222573783.0,1.58576126676e-46,134605143689.0,0.0, 
2293, ,5.689866029018292,2.4420530945486497e-06,649898726768.0,1.58576126676e-46,259612518615.0,0.0, 
2294, ,5.689866029018292,3.088843596477485e-06,1.03974614488e+12,1.58576126676e-46,468257086683.0,0.0, 
2295, ,5.689866029018292,3.906939937054621e-06,1.66344693606e+12,1.58576126676e-46,799254495075.0,0.0, 
2296, ,5.689866029018292,4.941713361323839e-06,2.66128008526e+12,1.58576126676e-46,1.31510272318e+12,0.0, 
2297, ,5.689866029018292,6.250551925273976e-06,4.25767214972e+12,1.58576126676e-46,2.12350525044e+12,0.0, 
2298, ,5.689866029018292,7.906043210907703e-06,6.81167391396e+12,1.58576126676e-46,3.40462622516e+12,0.0, 
2299, ,5.689866029018292,1e-05,1.08977159064e+13,1.58576126676e-46,5.44869418491e+12,0.0, 
2300, ,6.5512855685955085,1e-10,620.071975744,2.00374480553e-47,7.75773361557e-08,2.74393044542e-12, 
2301, ,6.5512855685955085,1.264855216855296e-10,992.027557178,2.00374480553e-47,1.98562909586e-07,9.45701468508e-12, 
2302, ,6.5512855685955085,1.5998587196060573e-10,1587.10393744,2.00374480553e-47,5.08231282674e-07,2.93918718518e-11, 
2303, ,6.5512855685955085,2.0235896477251562e-10,2539.14207324,2.00374480553e-47,1.30084232349e-06,7.7420205444e-11, 
2304, ,6.5512855685955085,2.559547922699533e-10,4062.26858618,2.00374480553e-47,3.32956826548e-06,1.56508443093e-10, 
2305, ,6.5512855685955085,3.23745754281764e-10,6499.05581899,2.00374480553e-47,8.5221895318e-06,2.07170382182e-10, 
2306, ,6.5512855685955085,4.09491506238042e-10,10397.5711212,2.00374480553e-47,2.18129524901e-05,1.3928804918e-10, 
2307, ,6.5512855685955085,5.179474679231202e-10,16634.644821,2.00374480553e-47,5.58312971403e-05,3.1682225531e-11, 
2308, ,6.5512855685955085,6.551285568595495e-10,26613.0815644,2.00374480553e-47,0.000142902880233,1.27259154109e-12, 
2309, ,6.5512855685955085,8.28642772854686e-10,42577.1705964,2.00374480553e-47,0.000365766768678,3.19023910297e-15, 
2310, ,6.5512855685955085,1.0481131341546874e-09,68117.4576349,2.00374480553e-47,0.000936197566531,9.45246457018e-20, 
2311, ,6.5512855685955085,1.3257113655901108e-09,108978.308555,2.00374480553e-47,0.00239624251031,2.31035930206e-27, 
2312, ,6.5512855685955085,1.6768329368110098e-09,174349.897189,2.00374480553e-47,0.00613329743168,6.5843094671e-40, 
2313, ,6.5512855685955085,2.1209508879201927e-09,278935.20328,2.00374480553e-47,0.0156984682589,2.4029948318e-60, 
2314, ,6.5512855685955085,2.6826957952797275e-09,446256.917173,2.00374480553e-47,0.0401809800129,2.07000744648e-93, 
2315, ,6.5512855685955085,3.393221771895329e-09,713948.020123,2.00374480553e-47,0.102845136518,1.12135559108e-146, 
2316, ,6.5512855685955085,4.291934260128778e-09,1142215.96534,2.00374480553e-47,0.263237025205,2.91117428307e-232, 
2317, ,6.5512855685955085,5.4286754393238595e-09,1827384.17182,2.00374480553e-47,0.673767656848,0.0, 
2318, ,6.5512855685955085,6.866488450042997e-09,2923556.50136,2.00374480553e-47,1.72454009791,0.0, 
2319, ,6.5512855685955085,8.68511373751352e-09,4677277.36096,2.00374480553e-47,4.41404094271,0.0, 
2320, ,6.5512855685955085,1.0985411419875573e-08,7482982.96995,2.00374480553e-47,11.2979407979,0.0, 
2321, ,6.5512855685955085,1.3894954943731358e-08,11971715.5531,2.00374480553e-47,28.9175859801,0.0, 
2322, ,6.5512855685955085,1.7575106248547933e-08,19153053.5163,2.00374480553e-47,74.0158041308,0.0, 
2323, ,6.5512855685955085,2.222996482526196e-08,30642179.6752,2.00374480553e-47,189.446412163,0.0, 
2324, ,6.5512855685955085,2.8117686979742307e-08,49023158.3411,2.00374480553e-47,484.894772968,0.0, 
2325, ,6.5512855685955085,3.5564803062231293e-08,78430127.3346,2.00374480553e-47,1241.10159042,0.0, 
2326, ,6.5512855685955085,4.498432668969443e-08,125477123.096,2.00374480553e-47,3176.61879254,0.0, 
2327, ,6.5512855685955085,5.689866029018303e-08,200745669.496,2.00374480553e-47,8130.54339993,0.0, 
2328, ,6.5512855685955085,7.196856730011529e-08,321164709.767,2.00374480553e-47,20809.8413469,0.0, 
2329, ,6.5512855685955085,9.102981779915227e-08,513818161.35,2.00374480553e-47,53261.0259132,0.0, 
2330, ,6.5512855685955085,1.151395399326448e-07,822036465.728,2.00374480553e-47,136312.846427,0.0, 
2331, ,6.5512855685955085,1.4563484775012446e-07,1315142207.53,2.00374480553e-47,348852.991438,0.0, 
2332, ,6.5512855685955085,1.8420699693267165e-07,2104041728.24,2.00374480553e-47,892716.527339,0.0, 
2333, ,6.5512855685955085,2.329951810515372e-07,3366169505.34,2.00374480553e-47,2284175.42875,0.0, 
2334, ,6.5512855685955085,2.947051702551811e-07,5385395634.78,2.00374480553e-47,5843284.04799,0.0, 
2335, ,6.5512855685955085,3.727593720314938e-07,8615872164.84,2.00374480553e-47,14943190.3019,0.0, 
2336, ,6.5512855685955085,4.7148663634573897e-07,13784178209.9,2.00374480553e-47,38194780.9447,0.0, 
2337, ,6.5512855685955085,5.963623316594636e-07,22052737701.8,2.00374480553e-47,97544880.2323,0.0, 
2338, ,6.5512855685955085,7.543120063354624e-07,35281264703.3,2.00374480553e-47,248788607.864,0.0, 
2339, ,6.5512855685955085,9.540954763499944e-07,56445038974.4,2.00374480553e-47,633201987.041,0.0, 
2340, ,6.5512855685955085,1.2067926406393288e-06,90304087781.7,2.00374480553e-47,1606214643.66,0.0, 
2341, ,6.5512855685955085,1.526417967175233e-06,144473782254.0,2.00374480553e-47,4052985397.83,0.0, 
2342, ,6.5512855685955085,1.9306977288832498e-06,231137640293.0,2.00374480553e-47,10142843656.0,0.0, 
2343, ,6.5512855685955085,2.4420530945486497e-06,369787569252.0,2.00374480553e-47,25060804793.3,0.0, 
2344, ,6.5512855685955085,3.088843596477485e-06,591607867069.0,2.00374480553e-47,60730574259.6,0.0, 
2345, ,6.5512855685955085,3.906939937054621e-06,946489004718.0,2.00374480553e-47,143022991683.0,0.0, 
2346, ,6.5512855685955085,4.941713361323839e-06,1.51424868721e+12,2.00374480553e-47,323517528882.0,0.0, 
2347, ,6.5512855685955085,6.250551925273976e-06,2.42258396588e+12,2.00374480553e-47,693803721972.0,0.0, 
2348, ,6.5512855685955085,7.906043210907703e-06,3.8757920818e+12,2.00374480553e-47,1.39503978705e+12,0.0, 
2349, ,6.5512855685955085,1e-05,6.20071975744e+12,2.00374480553e-47,2.61780539098e+12,0.0, 
2350, ,7.543120063354615,1e-10,352.817581118,7.34641981103e-48,9.20840526596e-09,3.93207698142e-13, 
2351, ,7.543120063354615,1.264855216855296e-10,564.458283582,7.34641981103e-48,2.35693545694e-08,1.28120593843e-12, 
2352, ,7.543120063354615,1.5998587196060573e-10,903.053506842,7.34641981103e-48,6.03268925254e-08,3.63983013225e-12, 
2353, ,7.543120063354615,2.0235896477251562e-10,1444.75802719,7.34641981103e-48,1.54409572438e-07,8.30416724271e-12, 
2354, ,7.543120063354615,2.559547922699533e-10,2311.40872752,7.34641981103e-48,3.95218700345e-07,1.3339175675e-11, 
2355, ,7.543120063354615,3.23745754281764e-10,3697.9274073,7.34641981103e-48,1.01158120334e-06,1.22228398379e-11, 
2356, ,7.543120063354615,4.09491506238042e-10,5916.16140704,7.34641981103e-48,2.58919056709e-06,4.5623232517e-12, 
2357, ,7.543120063354615,5.179474679231202e-10,9465.02241365,7.34641981103e-48,6.62715733515e-06,4.04770057766e-13, 
2358, ,7.543120063354615,6.551285568595495e-10,15142.6986397,7.34641981103e-48,1.69625267811e-05,3.60522445076e-15, 
2359, ,7.543120063354615,8.28642772854686e-10,24226.1784572,7.34641981103e-48,4.34164001473e-05,8.11932414253e-19, 
2360, ,7.543120063354615,1.0481131341546874e-09,38758.4628474,7.34641981103e-48,0.000111126356649,5.09231220235e-25, 
2361, ,7.543120063354615,1.3257113655901108e-09,62008.064745,7.34641981103e-48,0.000284433234666,2.60833592452e-35, 
2362, ,7.543120063354615,1.6768329368110098e-09,99204.1430682,7.34641981103e-48,0.000728020492264,3.8519051291e-52, 
2363, ,7.543120063354615,2.1209508879201927e-09,158712.613309,7.34641981103e-48,0.00186340332772,1.95746928522e-79, 
2364, ,7.543120063354615,2.6826957952797275e-09,253917.758313,7.34641981103e-48,0.00476947007183,1.81104175077e-123, 
2365, ,7.543120063354615,3.393221771895329e-09,406232.5397,7.34641981103e-48,0.0122076870313,2.77255554488e-194, 
2366, ,7.543120063354615,4.291934260128778e-09,649914.670827,7.34641981103e-48,0.031246159231,6.04772850404e-308, 
2367, ,7.543120063354615,5.4286754393238595e-09,1039771.65312,7.34641981103e-48,0.0799760388768,0.0, 
2368, ,7.543120063354615,6.866488450042997e-09,1663487.74565,7.34641981103e-48,0.20470249158,0.0, 
2369, ,7.543120063354615,8.68511373751352e-09,2661345.37483,7.34641981103e-48,0.523945785527,0.0, 
2370, ,7.543120063354615,1.0985411419875573e-08,4257776.60381,7.34641981103e-48,1.34106413579,0.0, 
2371, ,7.543120063354615,1.3894954943731358e-08,6811841.02574,7.34641981103e-48,3.43251705826,0.0, 
2372, ,7.543120063354615,1.7575106248547933e-08,10897983.2616,7.34641981103e-48,8.7856883652,0.0, 
2373, ,7.543120063354615,2.222996482526196e-08,17435233.5472,7.34641981103e-48,22.487375905,0.0, 
2374, ,7.543120063354615,2.8117686979742307e-08,27893910.4188,7.34641981103e-48,57.5574569101,0.0, 
2375, ,7.543120063354615,3.5564803062231293e-08,44626315.8075,7.34641981103e-48,147.320826137,0.0, 
2376, ,7.543120063354615,4.498432668969443e-08,71395800.4685,7.34641981103e-48,377.073718902,0.0, 
2377, ,7.543120063354615,5.689866029018303e-08,114223193.923,7.34641981103e-48,965.134177019,0.0, 
2378, ,7.543120063354615,7.196856730011529e-08,182740972.779,7.34641981103e-48,2470.29048351,0.0, 
2379, ,7.543120063354615,9.102981779915227e-08,292359738.729,7.34641981103e-48,6322.75851436,0.0, 
2380, ,7.543120063354615,1.151395399326448e-07,467734277.268,7.34641981103e-48,16183.1234947,0.0, 
2381, ,7.543120063354615,1.4563484775012446e-07,748308761.946,7.34641981103e-48,41420.3338923,0.0, 
2382, ,7.543120063354615,1.8420699693267165e-07,1197188297.76,7.34641981103e-48,106012.636139,0.0, 
2383, ,7.543120063354615,2.329951810515372e-07,1915332137.18,7.34641981103e-48,271325.20528,0.0, 
2384, ,7.543120063354615,2.947051702551811e-07,3064260820.6,7.34641981103e-48,694391.184536,0.0, 
2385, ,7.543120063354615,3.727593720314938e-07,4902384392.99,7.34641981103e-48,1777005.40251,0.0, 
2386, ,7.543120063354615,4.7148663634573897e-07,7843122417.98,7.34641981103e-48,4547011.99593,0.0, 
2387, ,7.543120063354615,5.963623316594636e-07,12547887789.3,7.34641981103e-48,11632899.459,0.0, 
2388, ,7.543120063354615,7.543120063354624e-07,20074847692.4,7.34641981103e-48,29752891.5439,0.0, 
2389, ,7.543120063354615,9.540954763499944e-07,32116920125.5,7.34641981103e-48,76063716.3176,0.0, 
2390, ,7.543120063354615,1.2067926406393288e-06,51382534709.6,7.34641981103e-48,194320187.066,0.0, 
2391, ,7.543120063354615,1.526417967175233e-06,82204796190.7,7.34641981103e-48,495868991.946,0.0, 
2392, ,7.543120063354615,1.9306977288832498e-06,131516059979.0,7.34641981103e-48,1263087415.04,0.0, 
2393, ,7.543120063354615,2.4420530945486497e-06,210407115326.0,7.34641981103e-48,3208165552.03,0.0, 
2394, ,7.543120063354615,3.088843596477485e-06,336621658121.0,7.34641981103e-48,8111737499.14,0.0, 
2395, ,7.543120063354615,3.906939937054621e-06,538547094953.0,7.34641981103e-48,20364875966.8,0.0, 
2396, ,7.543120063354615,4.941713361323839e-06,861599265780.0,7.34641981103e-48,50564674662.5,0.0, 
2397, ,7.543120063354615,6.250551925273976e-06,1.37843709816e+12,7.34641981103e-48,123443873482.0,0.0, 
2398, ,7.543120063354615,7.906043210907703e-06,2.20530461093e+12,7.34641981103e-48,293864371252.0,0.0, 
2399, ,7.543120063354615,1e-05,3.52817581118e+12,7.34641981103e-48,674728102798.0,0.0, 
2400, ,8.68511373751352,1e-10,200.752199308,3.81179334091e-48,1.5468856705e-09,7.73490723111e-14, 
2401, ,8.68511373751352,1.264855216855296e-10,321.175156543,3.81179334091e-48,3.95932800456e-09,2.33951508477e-13, 
2402, ,8.68511373751352,1.5998587196060573e-10,513.834874716,3.81179334091e-48,1.01340897693e-08,5.90025368411e-13, 
2403, ,8.68511373751352,2.0235896477251562e-10,822.063204752,3.81179334091e-48,2.5938688417e-08,1.112615797e-12, 
2404, ,8.68511373751352,2.559547922699533e-10,1315.18498619,3.81179334091e-48,6.63913160535e-08,1.31766533998e-12, 
2405, ,8.68511373751352,3.23745754281764e-10,2104.11016805,3.81179334091e-48,1.69931755083e-07,7.41429986628e-13, 
2406, ,8.68511373751352,4.09491506238042e-10,3366.27899937,3.81179334091e-48,4.34948470696e-07,1.26843738755e-13, 
2407, ,8.68511373751352,5.179474679231202e-10,5385.57080976,3.81179334091e-48,1.11327145454e-06,3.23024278354e-15, 
2408, ,8.68511373751352,6.551285568595495e-10,8616.15242006,3.81179334091e-48,2.84947163839e-06,3.90612180268e-18, 
2409, ,8.68511373751352,8.28642772854686e-10,13784.6265787,3.81179334091e-48,7.29335921089e-06,3.60507763068e-23, 
2410, ,8.68511373751352,1.0481131341546874e-09,22053.4550284,3.81179334091e-48,1.86677024098e-05,1.36343967369e-31, 
2411, ,8.68511373751352,1.3257113655901108e-09,35282.4123247,3.81179334091e-48,4.77808788923e-05,1.96299953235e-45, 
2412, ,8.68511373751352,1.6768329368110098e-09,56446.8750063,3.81179334091e-48,0.000122297449181,6.03770632679e-68, 
2413, ,8.68511373751352,2.1209508879201927e-09,90307.0251734,3.81179334091e-48,0.000313026181461,2.49758120431e-104, 
2414, ,8.68511373751352,2.6826957952797275e-09,144478.481665,3.81179334091e-48,0.000801205510287,6.6381593031e-163, 
2415, ,8.68511373751352,3.393221771895329e-09,231145.158688,3.81179334091e-48,0.00205072389042,5.5250786226e-257, 
2416, ,8.68511373751352,4.291934260128778e-09,369799.597621,3.81179334091e-48,0.0052489260365,0.0, 
2417, ,8.68511373751352,5.4286754393238595e-09,591627.110761,3.81179334091e-48,0.0134348775806,0.0, 
2418, ,8.68511373751352,6.866488450042997e-09,946519.791907,3.81179334091e-48,0.0343872123786,0.0, 
2419, ,8.68511373751352,8.68511373751352e-09,1514297.94236,3.81179334091e-48,0.0880157154536,0.0, 
2420, ,8.68511373751352,1.0985411419875573e-08,2422662.76717,3.81179334091e-48,0.225280431181,0.0, 
2421, ,8.68511373751352,1.3894954943731358e-08,3875918.15272,3.81179334091e-48,0.57661601677,0.0, 
2422, ,8.68511373751352,1.7575106248547933e-08,6200921.45311,3.81179334091e-48,1.47587615231,0.0, 
2423, ,8.68511373751352,2.222996482526196e-08,9920598.25635,3.81179334091e-48,3.7775750207,0.0, 
2424, ,8.68511373751352,2.8117686979742307e-08,15871555.6241,3.81179334091e-48,9.66888135237,0.0, 
2425, ,8.68511373751352,3.5564803062231293e-08,25392246.659,3.81179334091e-48,24.7479531221,0.0, 
2426, ,8.68511373751352,4.498432668969443e-08,40624007.2278,3.81179334091e-48,63.3435226272,0.0, 
2427, ,8.68511373751352,5.689866029018303e-08,64992672.1887,3.81179334091e-48,162.130579561,0.0, 
2428, ,8.68511373751352,7.196856730011529e-08,103979093.312,3.81179334091e-48,414.980160149,0.0, 
2429, ,8.68511373751352,9.102981779915227e-08,166351859.091,3.81179334091e-48,1062.15821641,0.0, 
2430, ,8.68511373751352,1.151395399326448e-07,266139472.29,3.81179334091e-48,2718.63097282,0.0, 
2431, ,8.68511373751352,1.4563484775012446e-07,425785555.374,3.81179334091e-48,6958.40940768,0.0, 
2432, ,8.68511373751352,1.8420699693267165e-07,681196733.447,3.81179334091e-48,17810.1495474,0.0, 
2433, ,8.68511373751352,2.329951810515372e-07,1089818533.77,3.81179334091e-48,45584.9780191,0.0, 
2434, ,8.68511373751352,2.947051702551811e-07,1743555684.05,3.81179334091e-48,116673.032466,0.0, 
2435, ,8.68511373751352,3.727593720314938e-07,2789442764.24,3.81179334091e-48,298614.235262,0.0, 
2436, ,8.68511373751352,4.7148663634573897e-07,4462714329.21,3.81179334091e-48,764252.005819,0.0, 
2437, ,8.68511373751352,5.963623316594636e-07,7139712432.7,3.81179334091e-48,1955871.71446,0.0, 
2438, ,8.68511373751352,7.543120063354624e-07,11422531190.9,3.81179334091e-48,5005050.6084,0.0, 
2439, ,8.68511373751352,9.540954763499944e-07,18274436125.8,3.81179334091e-48,12806177.8596,0.0, 
2440, ,8.68511373751352,1.2067926406393288e-06,29236515981.7,3.81179334091e-48,32759657.9787,0.0, 
2441, ,8.68511373751352,1.526417967175233e-06,46774295024.2,3.81179334091e-48,83774792.3839,0.0, 
2442, ,8.68511373751352,1.9306977288832498e-06,74832263748.0,3.81179334091e-48,214118585.507,0.0, 
2443, ,8.68511373751352,2.4420530945486497e-06,119721049665.0,3.81179334091e-48,546793571.584,0.0, 
2444, ,8.68511373751352,3.088843596477485e-06,191536765227.0,3.81179334091e-48,1394438437.24,0.0, 
2445, ,8.68511373751352,3.906939937054621e-06,306431763974.0,3.81179334091e-48,3548391666.96,0.0, 
2446, ,8.68511373751352,4.941713361323839e-06,490247529557.0,3.81179334091e-48,8998432805.67,0.0, 
2447, ,8.68511373751352,6.250551925273976e-06,784326784928.0,3.81179334091e-48,22695518049.7,0.0, 
2448, ,8.68511373751352,7.906043210907703e-06,1.25481204589e+12,3.81179334091e-48,56756538266.1,0.0, 
2449, ,8.68511373751352,1e-05,2.00752199308e+12,3.81179334091e-48,140080331325.0,0.0, 
2450, ,10.0,1e-10,114.228120293,2.36489726234e-48,3.10718122999e-10,1.74731137462e-14, 
2451, ,10.0,1.264855216855296e-10,182.748854275,2.36489726234e-48,7.95297926266e-10,4.78834954619e-14, 
2452, ,10.0,1.5998587196060573e-10,292.372348009,2.36489726234e-48,2.03560315509e-09,1.0312605826e-13, 
2453, ,10.0,2.0235896477251562e-10,467.754450334,2.36489726234e-48,5.21022382703e-09,1.5106123175e-13, 
2454, ,10.0,2.559547922699533e-10,748.341036002,2.36489726234e-48,1.33358175732e-08,1.19433050798e-13, 
2455, ,10.0,3.23745754281764e-10,1197.23993169,2.36489726234e-48,3.41336641664e-08,3.52073154714e-14, 
2456, ,10.0,4.09491506238042e-10,1915.41474417,2.36489726234e-48,8.73667492092e-08,2.14121781357e-15, 
2457, ,10.0,5.179474679231202e-10,3064.39298012,2.36489726234e-48,2.23619381443e-07,1.04235805602e-17, 
2458, ,10.0,6.551285568595495e-10,4902.59582955,2.36489726234e-48,5.72364523215e-07,8.93003210548e-22, 
2459, ,10.0,8.28642772854686e-10,7843.4606866,2.36489726234e-48,1.46499442629e-06,1.19317770964e-28, 
2460, ,10.0,1.0481131341546874e-09,12548.4289713,2.36489726234e-48,3.74972344e-06,5.14967408087e-40, 
